epoch,train_loss,train_accuracy,test_loss,test_accuracy
31,1.3165231198072433,0.6163126627604166,1.9349173837237887,0.5021701388888888
32,1.2461136455337207,0.6375325520833334,1.92527347140842,0.5098741319444444
33,1.1904302512605984,0.649658203125,1.9879988431930542,0.4986979166666667
34,1.1387805119156837,0.6618855794270834,1.9452367358737521,0.5130208333333334
35,1.0733820584913094,0.6772867838541666,1.9635328716701932,0.5109592013888888
36,1.0111206869284313,0.69439697265625,1.981541461414761,0.5155164930555556
37,0.9728056751191616,0.7054036458333334,2.0134830607308283,0.5099826388888888
38,0.8988140014310678,0.7287190755208334,2.005575259526571,0.5135633680555556
39,0.8459075838327408,0.74310302734375,2.0135616858800254,0.5200737847222222
40,0.8007557851572832,0.7543538411458334,2.040070374806722,0.5198567708333334
41,0.7485313514868418,0.7674560546875,2.066235621770223,0.5199652777777778
42,0.7057643830776215,0.7800089518229166,2.0734869374169245,0.5223524305555556
43,0.662146815409263,0.79327392578125,2.1225128968556723,0.5224609375
44,0.6088259021441141,0.8102823893229166,2.1441717942555747,0.5198567708333334
45,0.5680095267792543,0.8226521809895834,2.1856955422295465,0.5223524305555556
46,0.525700663526853,0.8363444010416666,2.1833283106486,0.5240885416666666
47,0.48696780515213806,0.84710693359375,2.2039352787865534,0.52734375
48,0.45569363608956337,0.8574015299479166,2.2490256362491183,0.5248480902777778
49,0.4150729055205981,0.869140625,2.277759313583374,0.5239800347222222
50,0.3860086767623822,0.8778483072916666,2.2551130453745523,0.5317925347222222
51,0.36094500807424384,0.88616943359375,2.2884627978006997,0.5355902777777778
52,0.3377301941315333,0.8936564127604166,2.3452957736121283,0.5263671875
53,0.3169196527451277,0.90252685546875,2.337633000479804,0.5290798611111112
54,0.2830184952666362,0.9105021158854166,2.368136035071479,0.5296223958333334
55,0.26284874603152275,0.91802978515625,2.3831142054663763,0.5308159722222222
56,0.25129032352318365,0.9202880859375,2.4144997596740723,0.5317925347222222
57,0.2270581324895223,0.9296061197916666,2.4450433254241943,0.5327690972222222
58,0.21617504581809044,0.9324951171875,2.4677354759640164,0.5334201388888888
59,0.19586171737561622,0.9384765625,2.4731231265597873,0.5353732638888888
60,0.18279293179512024,0.9439290364583334,2.4779455131954617,0.537109375
61,0.1695900158956647,0.9471028645833334,2.5213956038157144,0.5336371527777778
62,0.15758977209528288,0.9521687825520834,2.5307377444373236,0.5335286458333334
63,0.14272819630180797,0.9566243489583334,2.554010762108697,0.5359157986111112
64,0.13645999412983656,0.9583333333333334,2.552977138095432,0.533203125
65,0.12749864952638745,0.9615681966145834,2.5763179196251764,0.5404730902777778
66,0.12003204847375552,0.9637247721354166,2.593985769483778,0.5381944444444444
67,0.11019021117438872,0.96697998046875,2.5841947396596274,0.5416666666666666
68,0.10381137377892931,0.9695231119791666,2.606038941277398,0.5361328125
69,0.09690160521616538,0.9715576171875,2.603074312210083,0.5381944444444444
70,0.08890548294099669,0.97442626953125,2.6234730614556208,0.5427517361111112
71,0.08554509476137657,0.9759521484375,2.6258246103922525,0.5400390625
72,0.08147316356189549,0.9763997395833334,2.6578579478793674,0.5401475694444444
73,0.07552920444868505,0.977783203125,2.6363075839148626,0.5428602430555556
74,0.07080309380156298,0.9800821940104166,2.660480154885186,0.5425347222222222
75,0.06532446170846622,0.9820556640625,2.6580174499087863,0.5476345486111112
76,0.06046063437437018,0.9841512044270834,2.6673309803009033,0.544921875
77,0.05754641412446896,0.9842122395833334,2.69296752081977,0.5445963541666666
78,0.056019452633336186,0.98480224609375,2.702140145831638,0.5421006944444444
79,0.05330876850833496,0.9853719075520834,2.7121016449398465,0.5434027777777778
80,0.04878369982664784,0.9875284830729166,2.7114032639397516,0.5462239583333334
81,0.04729279635163645,0.98773193359375,2.7013290193345814,0.5472005208333334
82,0.044951502699404955,0.9882609049479166,2.7184820440080433,0.5473090277777778
83,0.04212318531547984,0.9896036783854166,2.699882083468967,0.5476345486111112
84,0.044124567531980574,0.9884033203125,2.715970595677694,0.5456814236111112
85,0.039615823344017066,0.9900716145833334,2.7106562985314264,0.5477430555555556
86,0.0388583509484306,0.9902547200520834,2.723881642023722,0.5445963541666666
87,0.03644438503154864,0.9913126627604166,2.724018547270033,0.5463324652777778
88,0.03761403313061843,0.9904378255208334,2.7161540455288358,0.5479600694444444
89,0.035788424545899034,0.9911092122395834,2.7228514883253307,0.5481770833333334
90,0.03446099422095964,0.9915771484375,2.7245335049099393,0.5467664930555556
91,0.0338930202415213,0.9916788736979166,2.7210300233629017,0.5503472222222222
92,0.03205356436471144,0.99249267578125,2.7265678776635065,0.5479600694444444
93,0.03149266137431065,0.9926961263020834,2.7249414920806885,0.5493706597222222
94,0.03216312235842148,0.9922688802083334,2.7208979659610324,0.5500217013888888
95,0.03108912252355367,0.99285888671875,2.7232812775505915,0.5501302083333334
96,0.030200266201669972,0.9931640625,2.7240906026628284,0.5506727430555556
97,0.03204491618089378,0.9919026692708334,2.7237228287590876,0.5513237847222222
98,0.03165453940164298,0.9920450846354166,2.723869933022393,0.5515407986111112
99,0.030858935050976772,0.9930216471354166,2.7240568002065024,0.5514322916666666
100,0.03154978070718547,0.9924723307291666,2.7240326139662,0.5513237847222222
